PassportNum,ConfirmationNum,FlightNum,SeatNum,AircraftID
264,28863,578,14B,18
265,28864,578,8B,18
266,28865,578,12B,18
267,28866,578,5B,18
268,28867,578,5D,18
269,28868,578,15D,18
270,28869,578,17F,18
271,28870,578,16D,18
272,28871,578,11A,18
273,28872,578,4F,18
274,28873,578,13B,18
275,28874,578,15B,18
276,28875,578,12C,18
277,28876,578,19E,18
278,28877,578,1B,18
279,28878,578,17D,18
280,28879,578,11F,18
281,28880,578,13F,18
282,28881,578,18E,18
283,28882,578,12F,18
284,28883,578,9B,18
285,28884,578,3E,18
286,28885,578,3F,18
287,28886,578,4B,18
288,28887,578,7F,18
289,28888,578,18B,18
290,28889,578,5E,18
291,28890,578,17F,18
292,28891,578,11E,18
293,28892,578,6A,18
294,28893,578,14A,18
295,28894,578,18A,18
296,28895,578,1A,18
297,28896,578,12A,18
298,28897,578,11C,18
299,28898,578,8A,18
300,28899,578,20E,18
301,28900,579,7C,61
302,28901,579,31C,61
303,28902,579,35E,61
304,28903,579,11E,61
305,28904,579,38C,61
306,28905,579,3B,61
307,28906,579,20E,61
308,28907,579,26B,61
309,28908,579,8B,61
310,28909,579,33D,61
311,28910,579,38D,61
312,28911,579,20C,61
313,28912,579,11B,61
314,28913,579,7D,61
315,28914,579,25E,61
316,28915,579,26D,61
317,28916,579,23D,61
318,28917,579,8F,61
319,28918,579,30C,61
320,28919,579,32D,61
321,28920,579,37B,61
322,28921,579,12A,61
323,28922,579,34A,61
324,28923,579,31B,61
325,28924,579,26A,61
326,28925,579,25B,61
327,28926,579,27F,61
328,28927,579,20D,61
329,28928,579,25A,61
330,28929,579,22F,61
331,28930,579,24E,61
332,28931,579,31A,61
333,28932,579,38B,61
334,28933,579,23A,61
335,28934,579,10D,61
336,28935,579,21F,61
337,28936,579,21D,61
338,28937,579,20D,61
339,28938,579,9C,61
340,28939,579,12E,61
341,28940,579,8A,61
342,28941,579,11F,61
343,28942,579,3D,61
344,28943,579,32B,61
345,28944,579,12C,61
346,28945,579,25F,61
347,28946,579,36F,61
348,28947,579,11A,61
349,28948,579,20A,61
350,28949,579,11D,61
351,28950,580,22A,75
352,28951,580,24A,75
353,28952,580,12A,75
354,28953,580,21D,75
355,28954,580,34E,75
356,28955,580,33F,75
357,28956,580,35A,75
358,28957,580,20C,75
359,28958,580,10F,75
360,28959,580,26F,75
361,28960,580,21A,75
362,28961,580,1A,75
363,28962,580,37F,75
364,28963,580,30F,75
365,28964,580,12E,75
366,28965,580,11F,75
367,28966,580,37D,75
368,28967,580,34A,75
369,28968,580,32C,75
370,28969,580,9E,75
371,28970,580,28A,75
372,28971,580,7C,75
373,28972,580,23D,75
374,28973,580,32F,75
375,28974,580,9F,75
376,28975,580,3D,75
377,28976,580,12D,75
378,28977,580,38B,75
379,28978,580,31C,75
380,28979,580,9B,75
381,28980,580,31D,75
382,28981,580,26A,75
383,28982,580,35D,75
384,28983,580,10E,75
385,28984,580,36D,75
386,28985,580,26D,75
387,28986,580,8F,75
388,28987,580,2A,75
389,28988,580,31A,75
390,28989,580,7D,75
391,28990,580,38F,75
392,28991,580,34F,75
393,28992,580,11D,75
394,28993,580,8E,75
395,28994,580,24F,75
396,28995,580,24C,75
397,28996,580,3D,75
398,28997,580,20E,75
399,28998,580,36B,75
400,28999,580,29F,75
401,29000,581,17E,19
402,29001,581,12F,19
403,29002,581,15B,19
404,29003,581,2A,19
405,29004,581,5B,19
406,29005,581,3E,19
407,29006,581,3C,19
408,29007,581,14C,19
409,29008,581,8C,19
410,29009,581,21F,19
411,29010,581,12E,19
412,29011,581,21D,19
413,29012,581,14D,19
414,29013,581,22F,19
415,29014,581,10B,19
416,29015,581,17C,19
417,29016,581,8B,19
418,29017,581,10F,19
419,29018,581,14A,19
420,29019,581,18C,19
421,29020,581,10E,19
422,29021,581,22B,19
423,29022,581,21A,19
424,29023,581,20D,19
425,29024,581,18B,19
426,29025,581,14B,19
427,29026,581,13E,19
428,29027,581,19D,19
429,29028,581,5E,19
430,29029,581,16E,19
431,29030,581,20A,19
432,29031,581,1A,19
433,29032,581,14D,19
434,29033,581,2C,19
435,29034,581,11E,19
436,29035,581,9E,19
437,29036,581,16F,19
438,29037,581,3F,19
439,29038,581,2D,19
440,29039,581,6E,19
441,29040,581,7B,19
442,29041,581,10A,19
443,29042,581,7E,19
444,29043,581,18A,19
445,29044,581,14A,19
446,29045,581,15A,19
447,29046,581,19B,19
448,29047,581,17C,19
449,29048,581,4A,19
450,29049,581,21C,19
451,29050,582,26E,65
452,29051,582,32D,65
453,29052,582,26C,65
454,29053,582,22D,65
455,29054,582,11F,65
456,29055,582,31C,65
457,29056,582,23F,65
458,29057,582,38B,65
459,29058,582,35E,65
460,29059,582,24C,65
461,29060,582,36C,65
462,29061,582,28A,65
463,29062,582,12B,65
464,29063,582,26D,65
465,29064,582,38F,65
466,29065,582,25A,65
467,29066,582,8A,65
468,29067,582,12E,65
469,29068,582,10D,65
470,29069,582,21D,65
471,29070,582,34D,65
472,29071,582,29E,65
473,29072,582,22B,65
474,29073,582,3A,65
475,29074,582,24E,65
476,29075,582,36A,65
477,29076,582,8B,65
478,29077,582,31B,65
479,29078,582,12D,65
480,29079,582,2C,65
481,29080,582,27C,65
482,29081,582,12A,65
483,29082,582,31B,65
484,29083,582,28B,65
485,29084,582,21E,65
486,29085,582,29F,65
487,29086,582,8D,65
488,29087,582,3B,65
489,29088,582,30E,65
490,29089,582,30F,65
491,29090,582,23B,65
492,29091,582,21C,65
493,29092,582,23C,65
494,29093,582,7C,65
495,29094,582,29B,65
496,29095,582,20D,65
497,29096,582,1D,65
498,29097,582,8F,65
499,29098,582,27B,65
500,29099,582,11B,65
501,29100,583,36E,86
502,29101,583,2C,86
503,29102,583,22A,86
504,29103,583,20D,86
505,29104,583,28D,86
506,29105,583,12B,86
507,29106,583,34D,86
508,29107,583,32F,86
509,29108,583,33B,86
510,29109,583,9D,86
511,29110,583,30A,86
512,29111,583,30D,86
513,29112,583,12C,86
514,29113,583,9E,86
515,29114,583,21D,86
516,29115,583,7E,86
517,29116,583,11F,86
518,29117,583,30C,86
519,29118,583,38D,86
520,29119,583,33D,86
1,29120,583,1D,86
2,29121,583,26B,86
3,29122,583,24C,86
4,29123,583,38E,86
5,29124,583,21E,86
6,29125,583,11B,86
7,29126,583,26E,86
8,29127,583,8B,86
9,29128,583,24B,86
10,29129,583,1C,86
11,29130,583,28A,86
12,29131,583,25A,86
13,29132,583,20E,86
14,29133,583,37B,86
15,29134,583,23A,86
16,29135,583,8E,86
17,29136,583,34F,86
18,29137,583,27A,86
19,29138,583,2A,86
20,29139,583,26A,86
21,29140,583,37E,86
22,29141,583,10B,86
23,29142,583,28B,86
24,29143,583,22E,86
25,29144,583,23E,86
26,29145,583,2D,86
27,29146,583,8F,86
28,29147,583,29C,86
29,29148,583,27E,86
30,29149,583,28D,86
31,29150,584,6C,49
32,29151,584,5F,49
33,29152,584,3E,49
34,29153,584,1B,49
35,29154,584,19D,49
36,29155,584,4C,49
37,29156,584,22F,49
38,29157,584,12E,49
39,29158,584,21E,49
40,29159,584,3F,49
41,29160,584,11B,49
42,29161,584,18C,49
43,29162,584,5D,49
44,29163,584,20F,49
45,29164,584,12D,49
46,29165,584,17E,49
47,29166,584,7D,49
48,29167,584,11F,49
49,29168,584,13E,49
50,29169,584,15A,49
51,29170,584,5B,49
52,29171,584,14C,49
53,29172,584,7B,49
54,29173,584,3C,49
55,29174,584,7A,49
56,29175,584,12C,49
57,29176,584,18E,49
58,29177,584,21D,49
59,29178,584,13C,49
60,29179,584,6D,49
61,29180,584,20D,49
62,29181,584,19F,49
63,29182,584,13A,49
64,29183,584,18B,49
65,29184,584,2C,49
66,29185,584,20C,49
67,29186,584,14D,49
68,29187,584,18D,49
69,29188,584,5E,49
70,29189,584,19B,49
71,29190,584,15D,49
72,29191,584,9D,49
73,29192,584,13D,49
74,29193,584,14E,49
75,29194,584,18D,49
76,29195,584,15B,49
77,29196,584,11E,49
78,29197,584,6A,49
79,29198,584,10C,49
80,29199,584,1D,49
81,29200,585,3B,31
82,29201,585,15F,31
83,29202,585,4B,31
84,29203,585,19D,31
85,29204,585,20C,31
86,29205,585,14B,31
87,29206,585,22F,31
88,29207,585,18A,31
89,29208,585,6B,31
90,29209,585,1D,31
91,29210,585,1A,31
92,29211,585,17D,31
93,29212,585,8D,31
94,29213,585,12A,31
95,29214,585,10F,31
96,29215,585,18C,31
97,29216,585,10C,31
98,29217,585,10D,31
99,29218,585,13E,31
100,29219,585,13C,31
101,29220,585,16B,31
102,29221,585,14B,31
103,29222,585,16A,31
104,29223,585,16E,31
105,29224,585,3E,31
106,29225,585,15E,31
107,29226,585,22D,31
108,29227,585,12E,31
109,29228,585,5A,31
110,29229,585,7A,31
111,29230,585,10B,31
112,29231,585,18B,31
113,29232,585,15C,31
114,29233,585,12D,31
115,29234,585,20D,31
116,29235,585,17F,31
117,29236,585,22E,31
118,29237,585,2D,31
119,29238,585,11A,31
120,29239,585,13A,31
121,29240,585,21F,31
122,29241,585,4E,31
123,29242,585,21B,31
124,29243,585,11E,31
125,29244,585,4C,31
126,29245,585,19F,31
127,29246,585,3C,31
128,29247,585,5D,31
129,29248,585,7C,31
130,29249,585,3B,31
131,29250,586,2D,46
132,29251,586,11E,46
133,29252,586,18B,46
134,29253,586,14E,46
135,29254,586,2A,46
136,29255,586,6B,46
137,29256,586,19D,46
138,29257,586,20B,46
139,29258,586,19C,46
140,29259,586,2C,46
141,29260,586,15C,46
142,29261,586,20E,46
143,29262,586,5B,46
144,29263,586,12D,46
145,29264,586,4C,46
146,29265,586,17D,46
147,29266,586,4E,46
148,29267,586,18C,46
149,29268,586,3B,46
150,29269,586,14D,46
151,29270,586,22A,46
152,29271,586,17E,46
153,29272,586,15A,46
154,29273,586,13C,46
155,29274,586,22D,46
156,29275,586,17C,46
157,29276,586,9B,46
158,29277,586,5D,46
159,29278,586,9A,46
160,29279,586,9E,46
161,29280,586,6C,46
162,29281,586,20C,46
163,29282,586,22C,46
164,29283,586,14B,46
165,29284,586,18D,46
166,29285,586,12A,46
167,29286,586,10E,46
168,29287,586,19A,46
169,29288,586,16D,46
170,29289,586,6A,46
171,29290,586,21D,46
172,29291,586,7A,46
173,29292,586,22B,46
174,29293,586,7D,46
175,29294,586,10F,46
176,29295,586,3F,46
177,29296,586,12E,46
178,29297,586,20A,46
179,29298,586,6D,46
180,29299,586,11D,46
181,29300,587,22D,66
182,29301,587,10C,66
183,29302,587,25B,66
184,29303,587,23C,66
185,29304,587,35F,66
186,29305,587,24E,66
187,29306,587,34F,66
188,29307,587,22B,66
189,29308,587,24D,66
190,29309,587,12D,66
191,29310,587,3A,66
192,29311,587,31A,66
193,29312,587,33F,66
194,29313,587,35B,66
195,29314,587,7A,66
196,29315,587,7C,66
197,29316,587,30B,66
198,29317,587,21D,66
199,29318,587,33E,66
200,29319,587,26E,66
201,29320,587,29B,66
202,29321,587,20E,66
203,29322,587,37D,66
204,29323,587,30E,66
205,29324,587,34A,66
206,29325,587,32B,66
207,29326,587,32C,66
208,29327,587,30F,66
209,29328,587,10D,66
210,29329,587,11F,66
211,29330,587,1A,66
212,29331,587,38E,66
213,29332,587,12F,66
214,29333,587,22E,66
215,29334,587,33B,66
216,29335,587,31C,66
217,29336,587,20F,66
218,29337,587,11A,66
219,29338,587,12C,66
220,29339,587,26C,66
221,29340,587,8E,66
222,29341,587,28A,66
223,29342,587,1B,66
224,29343,587,9D,66
225,29344,587,8B,66
226,29345,587,36A,66
227,29346,587,23F,66
228,29347,587,3D,66
229,29348,587,1D,66
230,29349,587,26F,66
231,29350,588,7C,91
232,29351,588,25E,91
233,29352,588,9A,91
234,29353,588,10E,91
235,29354,588,20C,91
236,29355,588,28F,91
237,29356,588,23D,91
238,29357,588,7B,91
239,29358,588,22C,91
240,29359,588,23E,91
241,29360,588,30F,91
242,29361,588,23B,91
243,29362,588,23F,91
244,29363,588,33C,91
245,29364,588,31B,91
246,29365,588,38E,91
247,29366,588,22F,91
248,29367,588,22D,91
249,29368,588,36B,91
250,29369,588,20B,91
251,29370,588,35F,91
252,29371,588,10B,91
253,29372,588,36D,91
254,29373,588,38F,91
255,29374,588,1B,91
256,29375,588,31A,91
257,29376,588,24C,91
258,29377,588,32D,91
259,29378,588,1A,91
260,29379,588,11A,91
261,29380,588,29A,91
262,29381,588,37C,91
263,29382,588,28C,91
264,29383,588,33F,91
265,29384,588,27F,91
266,29385,588,11C,91
267,29386,588,29D,91
268,29387,588,8D,91
269,29388,588,21E,91
270,29389,588,2B,91
271,29390,588,21D,91
272,29391,588,7B,91
273,29392,588,32E,91
274,29393,588,22B,91
275,29394,588,2A,91
276,29395,588,3D,91
277,29396,588,26D,91
278,29397,588,24D,91
279,29398,588,26A,91
280,29399,588,26E,91
281,29400,589,10D,82
282,29401,589,32E,82
283,29402,589,7F,82
284,29403,589,9A,82
285,29404,589,29D,82
286,29405,589,24E,82
287,29406,589,35D,82
288,29407,589,23B,82
289,29408,589,38E,82
290,29409,589,26E,82
291,29410,589,34E,82
292,29411,589,28C,82
293,29412,589,1A,82
294,29413,589,33D,82
295,29414,589,2D,82
296,29415,589,36A,82
297,29416,589,10F,82
298,29417,589,37B,82
299,29418,589,36C,82
300,29419,589,30D,82
301,29420,589,20B,82
302,29421,589,11D,82
303,29422,589,32F,82
304,29423,589,35F,82
305,29424,589,25B,82
306,29425,589,37D,82
307,29426,589,9F,82
308,29427,589,8C,82
309,29428,589,8A,82
310,29429,589,37C,82
311,29430,589,35E,82
312,29431,589,23E,82
313,29432,589,8D,82
314,29433,589,25C,82
315,29434,589,21B,82
316,29435,589,26C,82
317,29436,589,32B,82
318,29437,589,26B,82
319,29438,589,23F,82
320,29439,589,10C,82
321,29440,589,20C,82
322,29441,589,32C,82
323,29442,589,22F,82
324,29443,589,36E,82
325,29444,589,30E,82
326,29445,589,28D,82
327,29446,589,22A,82
328,29447,589,32D,82
329,29448,589,38A,82
330,29449,589,32A,82
331,29450,590,3B,54
332,29451,590,8B,54
333,29452,590,31E,54
334,29453,590,10E,54
335,29454,590,21F,54
336,29455,590,38D,54
337,29456,590,32F,54
338,29457,590,11C,54
339,29458,590,25C,54
340,29459,590,27B,54
341,29460,590,10C,54
342,29461,590,7E,54
343,29462,590,31B,54
344,29463,590,21C,54
345,29464,590,7D,54
346,29465,590,1A,54
347,29466,590,9B,54
348,29467,590,21B,54
349,29468,590,29C,54
350,29469,590,30B,54
351,29470,590,34C,54
352,29471,590,11D,54
353,29472,590,30D,54
354,29473,590,23D,54
355,29474,590,2B,54
356,29475,590,36E,54
357,29476,590,22A,54
358,29477,590,10B,54
359,29478,590,26E,54
360,29479,590,33D,54
361,29480,590,38E,54
362,29481,590,38A,54
363,29482,590,27D,54
364,29483,590,34F,54
365,29484,590,8C,54
366,29485,590,33B,54
367,29486,590,28C,54
368,29487,590,20D,54
369,29488,590,3D,54
370,29489,590,31D,54
371,29490,590,27C,54
372,29491,590,24C,54
373,29492,590,23A,54
374,29493,590,20B,54
375,29494,590,32C,54
376,29495,590,26E,54
377,29496,590,26B,54
378,29497,590,10F,54
379,29498,590,9A,54
380,29499,590,7C,54
381,29500,591,24C,82
382,29501,591,27E,82
383,29502,591,38E,82
384,29503,591,2B,82
385,29504,591,10F,82
386,29505,591,28B,82
387,29506,591,9E,82
388,29507,591,8E,82
389,29508,591,33C,82
390,29509,591,32E,82
391,29510,591,30F,82
392,29511,591,1D,82
393,29512,591,3A,82
394,29513,591,37B,82
395,29514,591,24B,82
396,29515,591,35D,82
397,29516,591,29C,82
398,29517,591,25B,82
399,29518,591,21D,82
400,29519,591,29D,82
401,29520,591,36C,82
402,29521,591,1A,82
403,29522,591,24F,82
404,29523,591,7F,82
405,29524,591,9B,82
406,29525,591,11E,82
407,29526,591,24E,82
408,29527,591,34D,82
409,29528,591,38B,82
410,29529,591,20A,82
411,29530,591,36E,82
412,29531,591,10A,82
413,29532,591,32A,82
414,29533,591,8D,82
415,29534,591,25E,82
416,29535,591,10C,82
417,29536,591,37E,82
418,29537,591,8C,82
419,29538,591,27D,82
420,29539,591,12D,82
421,29540,591,23A,82
422,29541,591,24C,82
423,29542,591,26B,82
424,29543,591,9C,82
425,29544,591,12F,82
426,29545,591,2A,82
427,29546,591,22D,82
428,29547,591,22E,82
429,29548,591,8E,82
430,29549,591,37D,82
431,29550,592,1A,46
432,29551,592,8D,46
433,29552,592,6B,46
434,29553,592,20A,46
435,29554,592,21D,46
436,29555,592,10F,46
437,29556,592,22F,46
438,29557,592,16E,46
439,29558,592,15B,46
440,29559,592,17B,46
441,29560,592,4E,46
442,29561,592,8C,46
443,29562,592,19B,46
444,29563,592,20D,46
445,29564,592,14B,46
446,29565,592,13C,46
447,29566,592,21A,46
448,29567,592,16F,46
449,29568,592,6F,46
450,29569,592,19D,46
451,29570,592,6A,46
452,29571,592,3D,46
453,29572,592,15F,46
454,29573,592,22C,46
455,29574,592,10B,46
456,29575,592,9C,46
457,29576,592,7E,46
458,29577,592,5C,46
459,29578,592,21B,46
460,29579,592,9E,46
461,29580,592,19C,46
462,29581,592,11C,46
463,29582,592,13E,46
464,29583,592,12F,46
465,29584,592,13B,46
466,29585,592,17E,46
467,29586,592,20E,46
468,29587,592,15A,46
469,29588,592,14E,46
470,29589,592,8B,46
471,29590,592,17F,46
472,29591,592,21E,46
473,29592,592,22B,46
474,29593,592,22A,46
475,29594,592,12C,46
476,29595,592,11B,46
477,29596,592,4B,46
478,29597,592,13F,46
479,29598,592,13D,46
480,29599,592,3E,46
481,29600,593,32F,81
482,29601,593,7B,81
483,29602,593,12A,81
484,29603,593,9D,81
485,29604,593,7C,81
486,29605,593,31E,81
487,29606,593,8C,81
488,29607,593,26D,81
489,29608,593,37E,81
490,29609,593,36C,81
491,29610,593,30B,81
492,29611,593,7E,81
493,29612,593,24A,81
494,29613,593,27E,81
495,29614,593,8E,81
496,29615,593,2D,81
497,29616,593,27A,81
498,29617,593,20F,81
499,29618,593,12D,81
500,29619,593,24D,81
501,29620,593,26B,81
502,29621,593,7F,81
503,29622,593,22F,81
504,29623,593,22E,81
505,29624,593,8C,81
506,29625,593,36E,81
507,29626,593,2B,81
508,29627,593,31C,81
509,29628,593,38F,81
510,29629,593,29D,81
511,29630,593,8C,81
512,29631,593,20A,81
513,29632,593,10E,81
514,29633,593,36B,81
515,29634,593,12E,81
516,29635,593,20D,81
517,29636,593,38B,81
518,29637,593,8F,81
519,29638,593,11A,81
520,29639,593,7D,81
1,29640,593,36C,81
2,29641,593,34B,81
3,29642,593,12A,81
4,29643,593,28C,81
5,29644,593,3D,81
6,29645,593,28E,81
7,29646,593,24C,81
8,29647,593,9B,81
9,29648,593,9D,81
10,29649,593,27D,81
11,29650,594,34B,94
12,29651,594,26B,94
13,29652,594,27E,94
14,29653,594,29F,94
15,29654,594,11F,94
16,29655,594,25B,94
17,29656,594,24C,94
18,29657,594,20A,94
19,29658,594,2A,94
20,29659,594,35A,94
21,29660,594,7A,94
22,29661,594,1C,94
23,29662,594,9B,94
24,29663,594,25F,94
25,29664,594,29A,94
26,29665,594,31A,94
27,29666,594,30F,94
28,29667,594,8A,94
29,29668,594,32C,94
30,29669,594,25A,94
31,29670,594,24E,94
32,29671,594,20D,94
33,29672,594,30D,94
34,29673,594,8F,94
35,29674,594,24F,94
36,29675,594,32F,94
37,29676,594,11E,94
38,29677,594,34C,94
39,29678,594,37F,94
40,29679,594,31C,94
41,29680,594,21C,94
42,29681,594,25E,94
43,29682,594,28A,94
44,29683,594,11C,94
45,29684,594,33C,94
46,29685,594,22C,94
47,29686,594,35C,94
48,29687,594,11B,94
49,29688,594,33B,94
50,29689,594,33D,94
51,29690,594,31F,94
52,29691,594,3B,94
53,29692,594,27F,94
54,29693,594,12B,94
55,29694,594,35F,94
56,29695,594,30A,94
57,29696,594,10F,94
58,29697,594,26E,94
59,29698,594,7C,94
60,29699,594,12A,94
61,29700,595,19B,33
62,29701,595,16C,33
63,29702,595,9D,33
64,29703,595,20B,33
65,29704,595,20A,33
66,29705,595,15C,33
67,29706,595,12F,33
68,29707,595,7D,33
69,29708,595,4B,33
70,29709,595,17E,33
71,29710,595,22F,33
72,29711,595,3C,33
73,29712,595,18F,33
74,29713,595,10E,33
75,29714,595,17D,33
76,29715,595,21F,33
77,29716,595,12D,33
78,29717,595,20E,33
79,29718,595,5C,33
80,29719,595,4D,33
81,29720,595,6C,33
82,29721,595,11C,33
83,29722,595,1D,33
84,29723,595,13A,33
85,29724,595,8B,33
86,29725,595,19F,33
87,29726,595,22E,33
88,29727,595,4A,33
89,29728,595,6F,33
90,29729,595,2C,33
91,29730,595,15B,33
92,29731,595,15E,33
93,29732,595,20F,33
94,29733,595,3B,33
95,29734,595,6B,33
96,29735,595,22E,33
97,29736,595,5E,33
98,29737,595,14E,33
99,29738,595,21D,33
100,29739,595,19D,33
101,29740,595,10A,33
102,29741,595,7B,33
103,29742,595,5D,33
104,29743,595,19A,33
105,29744,595,4D,33
106,29745,595,12A,33
107,29746,595,12B,33
108,29747,595,8C,33
109,29748,595,18B,33
110,29749,595,5A,33
111,29750,596,21C,47
112,29751,596,2B,47
113,29752,596,5E,47
114,29753,596,6B,47
115,29754,596,8D,47
116,29755,596,5F,47
117,29756,596,21F,47
118,29757,596,16C,47
119,29758,596,15D,47
120,29759,596,21E,47
121,29760,596,13D,47
122,29761,596,12C,47
123,29762,596,13B,47
124,29763,596,9B,47
125,29764,596,15C,47
126,29765,596,6C,47
127,29766,596,12E,47
128,29767,596,5B,47
129,29768,596,22C,47
130,29769,596,17F,47
131,29770,596,21B,47
132,29771,596,14D,47
133,29772,596,15B,47
134,29773,596,20C,47
135,29774,596,19C,47
136,29775,596,10C,47
137,29776,596,2C,47
138,29777,596,4F,47
139,29778,596,12B,47
140,29779,596,5D,47
141,29780,596,9D,47
142,29781,596,9A,47
143,29782,596,6E,47
144,29783,596,21A,47
145,29784,596,13C,47
146,29785,596,18D,47
147,29786,596,16E,47
148,29787,596,17A,47
149,29788,596,11B,47
150,29789,596,14B,47
151,29790,596,18B,47
152,29791,596,19D,47
153,29792,596,7E,47
154,29793,596,16B,47
155,29794,596,10F,47
156,29795,596,7F,47
157,29796,596,18C,47
158,29797,596,11F,47
159,29798,596,4D,47
160,29799,596,22F,47
161,29800,597,7E,64
162,29801,597,29B,64
163,29802,597,9A,64
164,29803,597,10B,64
165,29804,597,9B,64
166,29805,597,27F,64
167,29806,597,7D,64
168,29807,597,23A,64
169,29808,597,22F,64
170,29809,597,20E,64
171,29810,597,35D,64
172,29811,597,20D,64
173,29812,597,33D,64
174,29813,597,9C,64
175,29814,597,37E,64
176,29815,597,7F,64
177,29816,597,26D,64
178,29817,597,25D,64
179,29818,597,26F,64
180,29819,597,36F,64
181,29820,597,29C,64
182,29821,597,37D,64
183,29822,597,7A,64
184,29823,597,23B,64
185,29824,597,27E,64
186,29825,597,3A,64
187,29826,597,36A,64
188,29827,597,30D,64
189,29828,597,21D,64
190,29829,597,27F,64
191,29830,597,12E,64
192,29831,597,24A,64
193,29832,597,2A,64
194,29833,597,28B,64
195,29834,597,34A,64
196,29835,597,7B,64
197,29836,597,9E,64
198,29837,597,36B,64
199,29838,597,8A,64
200,29839,597,26E,64
201,29840,597,30F,64
202,29841,597,30B,64
203,29842,597,34E,64
204,29843,597,22A,64
205,29844,597,8D,64
206,29845,597,12D,64
207,29846,597,2B,64
208,29847,597,11A,64
209,29848,597,7B,64
210,29849,597,1B,64
211,29850,598,12C,25
212,29851,598,10D,25
213,29852,598,17C,25
214,29853,598,7D,25
215,29854,598,4A,25
216,29855,598,19E,25
217,29856,598,13F,25
218,29857,598,21A,25
219,29858,598,9D,25
220,29859,598,18B,25
221,29860,598,18F,25
222,29861,598,19F,25
223,29862,598,11F,25
224,29863,598,4C,25
225,29864,598,17A,25
226,29865,598,17D,25
227,29866,598,8C,25
228,29867,598,9B,25
229,29868,598,16C,25
230,29869,598,22E,25
231,29870,598,12B,25
232,29871,598,18E,25
233,29872,598,13A,25
234,29873,598,1B,25
235,29874,598,16E,25
236,29875,598,21C,25
237,29876,598,21B,25
238,29877,598,3F,25
239,29878,598,19A,25
240,29879,598,11D,25
241,29880,598,3B,25
242,29881,598,12D,25
243,29882,598,3C,25
244,29883,598,20B,25
245,29884,598,3E,25
246,29885,598,9C,25
247,29886,598,14E,25
248,29887,598,5D,25
249,29888,598,22C,25
250,29889,598,19B,25
251,29890,598,6A,25
252,29891,598,3A,25
253,29892,598,12F,25
254,29893,598,4B,25
255,29894,598,11E,25
256,29895,598,22D,25
257,29896,598,19D,25
258,29897,598,13D,25
259,29898,598,11C,25
260,29899,598,21E,25
261,29900,599,27F,64
262,29901,599,12C,64
263,29902,599,36A,64
264,29903,599,9C,64
265,29904,599,27D,64
266,29905,599,27A,64
267,29906,599,21D,64
268,29907,599,25C,64
269,29908,599,26B,64
270,29909,599,7B,64
271,29910,599,36B,64
272,29911,599,24E,64
273,29912,599,2A,64
274,29913,599,30D,64
275,29914,599,22D,64
276,29915,599,37E,64
277,29916,599,31E,64
278,29917,599,24D,64
279,29918,599,8C,64
280,29919,599,31C,64
281,29920,599,2B,64
282,29921,599,28D,64
283,29922,599,20E,64
284,29923,599,36D,64
285,29924,599,37D,64
286,29925,599,37C,64
287,29926,599,20B,64
288,29927,599,7C,64
289,29928,599,29B,64
290,29929,599,38D,64
291,29930,599,33E,64
292,29931,599,27C,64
293,29932,599,31F,64
294,29933,599,22A,64
295,29934,599,35A,64
296,29935,599,25B,64
297,29936,599,8E,64
298,29937,599,11B,64
299,29938,599,10D,64
300,29939,599,36E,64
301,29940,599,26C,64
302,29941,599,23C,64
303,29942,599,9D,64
304,29943,599,23D,64
305,29944,599,9E,64
306,29945,599,7E,64
307,29946,599,31A,64
308,29947,599,1B,64
309,29948,599,26D,64
310,29949,599,25F,64
311,29950,600,21D,32
312,29951,600,16E,32
313,29952,600,5D,32
314,29953,600,13B,32
315,29954,600,9A,32
316,29955,600,12E,32
317,29956,600,3A,32
318,29957,600,2A,32
319,29958,600,9C,32
320,29959,600,21C,32
321,29960,600,12A,32
322,29961,600,20E,32
323,29962,600,10C,32
324,29963,600,1A,32
325,29964,600,16D,32
326,29965,600,20B,32
327,29966,600,4B,32
328,29967,600,6D,32
329,29968,600,19C,32
330,29969,600,22B,32
331,29970,600,10A,32
332,29971,600,1C,32
333,29972,600,22E,32
334,29973,600,7D,32
335,29974,600,16F,32
336,29975,600,6F,32
337,29976,600,19E,32
338,29977,600,5E,32
339,29978,600,9F,32
340,29979,600,20D,32
341,29980,600,5A,32
342,29981,600,7A,32
343,29982,600,19A,32
344,29983,600,10B,32
345,29984,600,14A,32
346,29985,600,6A,32
347,29986,600,10F,32
348,29987,600,12D,32
349,29988,600,1B,32
350,29989,600,6B,32
351,29990,600,21A,32
352,29991,600,3B,32
353,29992,600,11C,32
354,29993,600,7F,32
355,29994,600,9C,32
356,29995,600,5B,32
357,29996,600,9A,32
358,29997,600,15E,32
359,29998,600,12B,32
360,29999,600,11F,32
361,30000,601,11E,21
362,30001,601,19C,21
363,30002,601,20A,21
364,30003,601,4D,21
365,30004,601,6B,21
366,30005,601,5C,21
367,30006,601,8A,21
368,30007,601,8C,21
369,30008,601,15B,21
370,30009,601,12B,21
371,30010,601,21F,21
372,30011,601,17E,21
373,30012,601,3C,21
374,30013,601,5B,21
375,30014,601,5D,21
376,30015,601,7C,21
377,30016,601,15F,21
378,30017,601,21A,21
379,30018,601,20F,21
380,30019,601,14A,21
381,30020,601,19F,21
382,30021,601,19A,21
383,30022,601,7D,21
384,30023,601,18E,21
385,30024,601,11A,21
386,30025,601,10F,21
